education_required,mean_annual_wage,percent_change,occupation,job_type
High school diploma or equivalent,,5.618,536041,High-Demand
High school diploma or equivalent,79540.0,5.0,536051,Both
No formal educational credential,58550.0,16.4576,537011,Both
High school diploma or equivalent,53640.0,2.3881,537021,High-Wage
No formal educational credential,46200.0,11.2852,537051,High-Demand
No formal educational credential,32570.0,6.3448,537061,High-Demand
No formal educational credential,40000.0,11.4081,537062,High-Demand
No formal educational credential,41900.0,24.0314,537063,High-Demand
No formal educational credential,35500.0,7.6306,537064,High-Demand
High school diploma or equivalent,38190.0,12.0981,537065,High-Demand
High school diploma or equivalent,50130.0,1.3245,537071,High-Wage
High school diploma or equivalent,49930.0,8.046,537072,High-Demand
No formal educational credential,56760.0,-2.9412,537121,High-Wage
Not reported,54942.0,5.6073,000000,Both
Not reported,104206.0,8.3221,110000,Both
Bachelor's degree,203690.0,-7.5908,111011,High-Wage
Bachelor's degree,95771.0,7.034,111021,Both
Bachelor's degree,93419.0,4.8309,112011,High-Wage
Bachelor's degree,113521.0,7.5325,112021,Both
Bachelor's degree,126950.0,6.1876,112022,Both
Bachelor's degree,105557.0,5.6738,112032,Both
Bachelor's degree,122079.0,7.5269,112033,Both
Bachelor's degree,105168.0,8.2126,113012,Both
Bachelor's degree,92136.0,3.937,113013,High-Wage
Bachelor's degree,132839.0,14.5215,113021,Both
Bachelor's degree,125136.0,16.0475,113031,Both
Bachelor's degree,112969.0,5.2632,113051,Both
Bachelor's degree,121479.0,5.3763,113061,Both
High school diploma or equivalent,92192.0,12.4675,113071,Both
Bachelor's degree,141032.0,-2.8571,113111,High-Wage
Bachelor's degree,118196.0,5.9846,113121,Both
Bachelor's degree,101702.0,10.9375,113131,Both
High school diploma or equivalent,74469.0,4.159,119013,High-Wage
Bachelor's degree,102647.0,7.1429,119021,Both
Master's degree,95322.0,7.3885,119032,Both
Master's degree,131562.0,9.6629,119033,Both
Bachelor's degree,75287.0,10.0,119039,Both
Bachelor's degree,135692.0,6.1333,119041,Both
High school diploma or equivalent,61344.0,7.7605,119051,Both
High school diploma or equivalent,57923.0,11.1111,119081,Both
Bachelor's degree,111628.0,32.9127,119111,Both
Bachelor's degree,115600.0,4.2373,119121,High-Wage
High school diploma or equivalent,98094.0,-5.8824,119131,High-Wage
High school diploma or equivalent,50226.0,2.439,119141,High-Wage
Bachelor's degree,67338.0,8.0685,119151,Both
Bachelor's degree,68868.0,7.4074,119161,Both
Associate degree,59028.0,-1.2245,119171,High-Wage
High school diploma or equivalent,79974.0,6.7797,119179,Both
Bachelor's degree,114636.0,4.9748,119199,High-Wage
Not reported,71189.0,6.1517,130000,Both
Bachelor's degree,68479.0,-4.1056,131020,High-Wage
High school diploma or equivalent,79162.0,-3.2362,131031,High-Wage
Bachelor's degree,63224.0,4.9834,131041,High-Wage
Bachelor's degree,70331.0,-1.3393,131051,High-Wage
Bachelor's degree,63418.0,5.9026,131071,Both
Bachelor's degree,59981.0,-0.3289,131075,High-Wage
Bachelor's degree,72714.0,23.2033,131081,Both
Bachelor's degree,86223.0,5.702,131082,Both
Bachelor's degree,91117.0,13.4054,131111,Both
Bachelor's degree,49721.0,9.3878,131121,High-Demand
Bachelor's degree,62743.0,6.0166,131131,Both
Bachelor's degree,54093.0,7.9051,131141,Both
Bachelor's degree,61614.0,7.2187,131151,Both
Bachelor's degree,62292.0,14.9022,131161,Both
Bachelor's degree,73657.0,4.35,131199,High-Wage
Bachelor's degree,71842.0,5.8577,132011,Both
Bachelor's degree,64422.0,3.8961,132031,High-Wage
Bachelor's degree,87693.0,-3.5714,132041,High-Wage
Bachelor's degree,74419.0,9.2697,132051,Both
Bachelor's degree,108103.0,15.368,132052,Both
Bachelor's degree,85637.0,-4.8544,132053,High-Wage
Bachelor's degree,82661.0,8.0808,132054,Both
Bachelor's degree,81782.0,13.1944,132061,Both
Bachelor's degree,47789.0,7.7778,132071,High-Demand
Bachelor's degree,69912.0,4.5276,132072,High-Wage
Bachelor's degree,48856.0,5.0,132099,High-Demand
Not reported,82459.0,12.417,150000,Both
Bachelor's degree,74170.0,6.2303,151211,Both
Bachelor's degree,94627.0,31.4286,151212,Both
Master's degree,91658.0,26.2626,151221,Both
Associate degree,68297.0,6.9767,151231,Both
"Some college, no degree",55441.0,5.0814,151232,Both
Bachelor's degree,98561.0,3.8911,151241,High-Wage
Bachelor's degree,77768.0,7.2165,151242,Both
Bachelor's degree,83415.0,8.6957,151243,Both
Bachelor's degree,79184.0,4.0419,151244,High-Wage
Bachelor's degree,95320.0,-9.4915,151251,High-Wage
Bachelor's degree,104591.0,24.0285,151252,Both
Bachelor's degree,71989.0,17.3554,151253,Both
Bachelor's degree,69887.0,20.2797,151254,Both
Bachelor's degree,105362.0,13.9344,151255,Both
Bachelor's degree,93428.0,12.1508,151299,Both
Bachelor's degree,80529.0,22.561,152031,Both
Master's degree,80161.0,36.8421,152041,Both
Bachelor's degree,98624.0,34.9432,152051,Both
Not reported,84200.0,8.0321,170000,Both
Bachelor's degree,93533.0,5.9041,171011,Both
Bachelor's degree,69675.0,1.4286,171012,High-Wage
Bachelor's degree,60553.0,3.5714,171021,High-Wage
Bachelor's degree,54531.0,6.4935,171022,Both
Bachelor's degree,100199.0,9.8039,172011,Both
Bachelor's degree,82022.0,11.1111,172031,Both
Bachelor's degree,121186.0,8.8235,172041,Both
Bachelor's degree,93838.0,5.4957,172051,Both
Bachelor's degree,80771.0,4.2857,172061,High-Wage
Bachelor's degree,84501.0,7.4519,172071,Both
Bachelor's degree,98951.0,8.1818,172072,Both
Bachelor's degree,99428.0,4.5045,172081,High-Wage
Bachelor's degree,98235.0,2.0833,172111,High-Wage
Bachelor's degree,96967.0,18.0201,172112,Both
Bachelor's degree,102861.0,20.3125,172131,Both
Bachelor's degree,102588.0,14.5631,172141,Both
Bachelor's degree,,5.5556,172171,High-Demand
Bachelor's degree,91294.0,6.0302,172199,Both
Associate degree,55264.0,1.7241,173011,High-Wage
Associate degree,66424.0,-2.7778,173013,High-Wage
Associate degree,54719.0,-6.8966,173019,High-Wage
Associate degree,51130.0,1.1945,173022,High-Wage
Associate degree,66927.0,3.9526,173023,High-Wage
Associate degree,64836.0,-3.3333,173024,High-Wage
Associate degree,55737.0,0.0,173025,High-Wage
Associate degree,59638.0,7.5188,173026,Both
Associate degree,72061.0,2.5974,173027,High-Wage
High school diploma or equivalent,50048.0,2.2727,173031,High-Wage
Not reported,65658.0,8.7914,190000,Both
Bachelor's degree,78972.0,10.0,191011,Both
Bachelor's degree,,10.0,191012,High-Demand
Bachelor's degree,67213.0,10.1266,191013,Both
Doctoral or professional degree,80022.0,7.8431,191021,Both
Bachelor's degree,63989.0,5.4054,191022,Both
Bachelor's degree,54714.0,1.8519,191023,High-Wage
Bachelor's degree,75644.0,8.2192,191029,Both
Bachelor's degree,67815.0,7.4074,191031,Both
Bachelor's degree,53175.0,15.3846,191032,Both
Master's degree,60231.0,25.8824,191041,Both
Doctoral or professional degree,81706.0,20.7317,191042,Both
Bachelor's degree,71733.0,2.381,191099,High-Wage
Doctoral or professional degree,125623.0,6.6667,192012,Both
Bachelor's degree,57832.0,0.0,192021,High-Wage
Bachelor's degree,77524.0,7.8431,192031,Both
Bachelor's degree,59639.0,4.2254,192041,High-Wage
Bachelor's degree,66308.0,7.1895,192042,Both
Bachelor's degree,71261.0,9.8901,192099,Both
Master's degree,74424.0,6.1728,193011,Both
Doctoral or professional degree,94634.0,14.1593,193033,Both
Master's degree,71642.0,6.6225,193034,Both
Master's degree,105424.0,8.5308,193039,Both
Master's degree,63495.0,2.6667,193051,High-Wage
Bachelor's degree,66793.0,1.626,193099,High-Wage
Associate degree,49605.0,8.6957,194012,High-Demand
Bachelor's degree,45394.0,9.7701,194021,High-Demand
Associate degree,56527.0,4.6784,194031,High-Wage
Associate degree,48358.0,6.8966,194042,High-Demand
Associate degree,73188.0,6.1224,194043,Both
Bachelor's degree,54381.0,8.8889,194061,Both
Associate degree,56774.0,8.8475,194099,Both
Bachelor's degree,67073.0,14.25,195011,Both
High school diploma or equivalent,58389.0,10.9375,195012,Both
Not reported,51483.0,11.9512,210000,Both
Master's degree,57743.0,11.5251,211012,Both
Master's degree,59784.0,21.4286,211013,Both
Master's degree,45386.0,9.7778,211015,High-Demand
Bachelor's degree,52806.0,25.0424,211018,Both
Master's degree,50113.0,21.2766,211019,Both
Master's degree,63215.0,13.3489,211022,Both
Master's degree,50619.0,12.6214,211023,Both
Bachelor's degree,73738.0,3.9683,211029,High-Wage
Bachelor's degree,58842.0,10.1852,211091,Both
High school diploma or equivalent,38143.0,10.1116,211093,High-Demand
High school diploma or equivalent,50501.0,15.8273,211094,Both
Bachelor's degree,47578.0,8.2707,211099,High-Demand
Bachelor's degree,58861.0,10.7438,212011,Both
Bachelor's degree,62731.0,7.1429,212021,Both
Bachelor's degree,37323.0,15.7895,212099,High-Demand
Not reported,89487.0,5.0995,230000,Both
Doctoral or professional degree,111166.0,6.1224,231011,Both
Doctoral or professional degree,51721.0,1.4085,231021,High-Wage
Doctoral or professional degree,126953.0,1.1628,231023,High-Wage
Associate degree,54661.0,4.788,232011,High-Wage
High school diploma or equivalent,53155.0,0.0,232093,High-Wage
Associate degree,50136.0,1.6529,232099,High-Wage
Not reported,62577.0,7.4858,250000,Both
Doctoral or professional degree,108462.0,13.6691,251011,Both
Doctoral or professional degree,102592.0,11.9048,251021,Both
Doctoral or professional degree,87474.0,9.0909,251022,Both
Doctoral or professional degree,125180.0,13.3333,251032,Both
Doctoral or professional degree,94478.0,10.2564,251041,Both
Doctoral or professional degree,95303.0,16.0494,251042,Both
Doctoral or professional degree,,7.1429,251051,High-Demand
Doctoral or professional degree,123589.0,9.3023,251052,Both
Doctoral or professional degree,,11.5385,251053,High-Demand
Doctoral or professional degree,115339.0,13.0435,251054,Both
Doctoral or professional degree,,10.0,251062,High-Demand
Doctoral or professional degree,177677.0,7.1429,251063,Both
Doctoral or professional degree,122176.0,10.0,251065,Both
Doctoral or professional degree,90162.0,11.5385,251066,Both
Doctoral or professional degree,124414.0,8.3333,251067,Both
Doctoral or professional degree,104558.0,8.8235,251069,Both
Doctoral or professional degree,129203.0,26.1905,251071,Both
Doctoral or professional degree,82411.0,25.4545,251072,Both
Doctoral or professional degree,70660.0,10.1064,251081,Both
Doctoral or professional degree,71225.0,11.7647,251082,Both
Doctoral or professional degree,,9.2308,251111,High-Demand
Doctoral or professional degree,73471.0,6.25,251113,Both
Master's degree,74349.0,9.0361,251121,Both
Doctoral or professional degree,76306.0,9.5238,251122,Both
Doctoral or professional degree,75487.0,7.6087,251123,Both
Doctoral or professional degree,78423.0,8.6957,251124,Both
Doctoral or professional degree,88277.0,6.6667,251125,Both
Doctoral or professional degree,82596.0,9.9338,251126,Both
Doctoral or professional degree,69263.0,10.8108,251192,Both
Doctoral or professional degree,70559.0,9.0909,251193,Both
Bachelor's degree,47885.0,5.2533,251194,High-Demand
Doctoral or professional degree,62689.0,9.872,251199,Both
Associate degree,40676.0,8.1227,252011,High-Demand
Bachelor's degree,58143.0,6.1002,252012,Both
Bachelor's degree,58227.0,6.9466,252021,Both
Bachelor's degree,59180.0,7.1559,252022,Both
Bachelor's degree,61658.0,7.3664,252031,Both
Bachelor's degree,70083.0,6.1224,252032,Both
Bachelor's degree,59848.0,7.3171,252051,Both
Bachelor's degree,58605.0,5.9727,252052,Both
Bachelor's degree,57865.0,5.8309,252057,Both
Bachelor's degree,58598.0,6.5657,252058,Both
Bachelor's degree,66895.0,5.7692,252059,Both
Bachelor's degree,54249.0,-9.2105,253011,High-Wage
High school diploma or equivalent,42577.0,9.0261,253021,High-Demand
Bachelor's degree,30407.0,5.2632,253031,High-Demand
"Some college, no degree",33841.0,8.8083,253041,High-Demand
Bachelor's degree,62902.0,8.2353,253099,Both
Master's degree,40999.0,11.1111,254011,High-Demand
Master's degree,47652.0,7.8431,254012,High-Demand
Bachelor's degree,,10.5263,254013,High-Demand
Master's degree,62386.0,6.3889,254022,Both
Master's degree,64175.0,6.0541,259031,Both
Bachelor's degree,48250.0,10.8108,259044,High-Demand
"Some college, no degree",34751.0,6.5174,259045,High-Demand
Bachelor's degree,53552.0,8.3447,259099,Both
Not reported,58337.0,6.163,270000,Both
Bachelor's degree,74576.0,3.0612,271011,High-Wage
Bachelor's degree,,9.3023,271014,High-Demand
Bachelor's degree,74814.0,2.6316,271021,High-Wage
Bachelor's degree,53192.0,5.3903,271024,Both
Bachelor's degree,72099.0,4.2857,271025,High-Wage
High school diploma or equivalent,37502.0,5.3333,271026,High-Demand
Bachelor's degree,54706.0,6.0241,271029,Both
"Some college, no degree",,15.0,272011,High-Demand
Bachelor's degree,58865.0,5.8824,272012,Both
No formal educational credential,42754.0,18.3908,272021,High-Demand
Bachelor's degree,72431.0,14.2589,272022,Both
Bachelor's degree,47101.0,9.375,272041,High-Demand
Bachelor's degree,53315.0,-3.1008,273023,High-Wage
Bachelor's degree,66216.0,7.1637,273031,Both
Bachelor's degree,66965.0,-7.1429,273041,High-Wage
Bachelor's degree,81253.0,6.7568,273042,Both
Bachelor's degree,59704.0,4.0323,273043,High-Wage
Bachelor's degree,61435.0,8.0685,273091,Both
High school diploma or equivalent,45139.0,9.0909,273099,High-Demand
Postsecondary nondegree award,42215.0,8.5106,274011,High-Demand
Associate degree,61419.0,-1.9231,274012,High-Wage
Bachelor's degree,49690.0,7.5269,274031,High-Demand
High school diploma or equivalent,59584.0,5.5556,274099,Both
Not reported,90817.0,13.0187,290000,Both
Doctoral or professional degree,80266.0,8.0214,291011,Both
Doctoral or professional degree,181707.0,7.5067,291021,Both
Bachelor's degree,63926.0,10.4046,291031,Both
Doctoral or professional degree,146289.0,12.9032,291041,Both
Doctoral or professional degree,127394.0,10.4012,291051,Both
Master's degree,94970.0,30.4527,291071,Both
Master's degree,87221.0,18.3223,291122,Both
Doctoral or professional degree,86893.0,20.6601,291123,Both
Associate degree,115217.0,7.6923,291124,Both
Bachelor's degree,50200.0,7.5,291125,Both
Associate degree,66213.0,20.8207,291126,Both
Master's degree,81277.0,26.2153,291127,Both
Bachelor's degree,55375.0,16.6667,291128,Both
Doctoral or professional degree,112749.0,19.7701,291131,Both
Bachelor's degree,81638.0,10.691,291141,Both
Master's degree,114857.0,48.5689,291171,Both
Doctoral or professional degree,83351.0,12.9032,291181,Both
Doctoral or professional degree,170599.0,4.3478,291213,High-Wage
Doctoral or professional degree,255482.0,7.1429,291214,Both
Doctoral or professional degree,293648.0,6.6194,291215,Both
Doctoral or professional degree,227463.0,7.8947,291216,Both
Doctoral or professional degree,242138.0,4.4776,291221,High-Wage
Doctoral or professional degree,324277.0,5.3333,291222,Both
Doctoral or professional degree,209303.0,13.7931,291223,Both
Doctoral or professional degree,276135.0,4.8101,291229,High-Wage
Doctoral or professional degree,377288.0,3.9474,291249,High-Wage
Associate degree,74092.0,9.8472,291292,Both
Master's degree,92165.0,0.0,291299,High-Wage
Bachelor's degree,56284.0,9.5851,292010,Both
Associate degree,57328.0,9.9644,292031,Both
Associate degree,73026.0,20.2186,292032,Both
Associate degree,83363.0,6.6667,292033,Both
Associate degree,65674.0,8.4367,292034,Both
Associate degree,76579.0,12.963,292035,Both
Postsecondary nondegree award,41046.0,6.875,292042,High-Demand
Postsecondary nondegree award,51796.0,7.4586,292043,Both
Associate degree,36239.0,10.8696,292051,High-Demand
High school diploma or equivalent,40465.0,9.544,292052,High-Demand
Postsecondary nondegree award,53283.0,11.3082,292055,Both
Associate degree,36684.0,20.8394,292056,High-Demand
Postsecondary nondegree award,39177.0,15.0235,292057,High-Demand
Postsecondary nondegree award,55570.0,9.9526,292061,Both
Postsecondary nondegree award,48956.0,11.6375,292072,High-Demand
Master's degree,,23.0769,292091,High-Demand
High school diploma or equivalent,62380.0,23.0769,292092,Both
Postsecondary nondegree award,60463.0,9.0573,292099,Both
Associate degree,62850.0,22.9268,299021,Both
Master's degree,52349.0,17.8571,299091,Both
Postsecondary nondegree award,87695.0,9.4118,299093,Both
Not reported,37449.0,16.4061,310000,High-Demand
High school diploma or equivalent,32251.0,25.1955,311120,High-Demand
Postsecondary nondegree award,36813.0,9.9,311131,High-Demand
Associate degree,59867.0,29.803,312021,Both
Postsecondary nondegree award,67078.0,16.1654,319011,Both
Postsecondary nondegree award,39647.0,9.2326,319091,High-Demand
Postsecondary nondegree award,37933.0,17.4973,319092,High-Demand
High school diploma or equivalent,45356.0,11.5894,319093,High-Demand
High school diploma or equivalent,32554.0,22.063,319096,High-Demand
Postsecondary nondegree award,40951.0,11.5566,319097,High-Demand
High school diploma or equivalent,47816.0,7.7778,319099,High-Demand
